id,label
n3447,"Ou Y., 2006, Study Restricting Fa, P17"
n3448,"Li Y., 2014, Study Communication, P22"
n3449,"Mao C., 2013, J Management Eng, V10, P1061"
n3450,"Goodier C. I., 2005, Barriers Opportuniti"
n3451,"Xu Xy, 2015, P1631"
n3452,"Qiu J. P., 2010, Lib Tribune, V6, P34"
n3453,"Ottee E., 2002, J Inf Sci, V6, P443"
n3454,"Qiu J. P., 2011, Document Inform Know, V6, P184"
n3455,"Michelle G., 2001, P Natl Acad Sci Usa, V12, P1"
n3456,"Li L, 2008, Inf Sci, V4, P549"
n3457,"Liu B., 2008, J China Soc Sci Tech, V3, P407"
n3458,"Hildrun K., 1994, Scientometrics, V5, P363"
n3459,"Katherine Faust, 1994, Social Network Anal"
n3460,"Porouhan P, 2015, Int Conf Ict Knowl, P52"
n3461,"Van Dongen B. F., 2009, User Manual Converti"
n3462,"Grossmann W, 2015, Data Centric Syst Ap, P1, Doi 10.1007/978-3-662-46531-8"
n3463,"Medeiros Ana Karla Alves De, 2008, Prom Framework Tutor"
n3464,"Premchaiswadi W., 2015, Computer Sci, V4, P1"
n3465,"Premchaiswadi W., 2015, Decis Anal, V2, P6"
n3466,"Van Der Aalst Wmp, 2011, Process Mining: Discovery, Conformance And Enhancement Of Business Processes, P1, Doi 10.1007/978-3-642-19345-3"
n3467,"Porouhan P., 2012, P Ieee Ict Knowl Eng, P205"
n3468,"[anonymous], 2009, Webs Proc Min Res To"
n3469,"Social Network Miner, 2009, Webs Proc Min Res To"
n3470,"Burt R. S., 1983, Appl Network Anal Me"
n3471,"Jongsawat N., 2014, P 12 Ieee Int C Ict, P83"
n3472,"Moreno J, 1934, Who Shall Survive Ne"
n3473,"Chu Kh, 2015, P Ann Hicss, P4356, Doi 10.1109/hicss.2015.522"
n3474,"Shi Xl, 2007, Physica A, V378, P33, Doi 10.1016/j.physa.2006.11.072"
n3475,"Cross R., 2002, Harv Bus Rev, V80"
n3476,"Burt Rs, 1995, Structural Holes Soc"
n3477,"Mueller N., 2004, Prev Chronic Dis, V1"
n3478,"Newman M, 2004, Phys Rev E, V69, P69"
n3479,"Los Angeles Department Of Public Health, 2010, Facts Fig Alc Los An"
n3480,"Piper D, 2012, Eval Program Plann, V35, P66, Doi 10.1016/j.evalprogplan.2011.07.003"
n3481,"Krackhardt D., 1992, Networks Org Structu, V216, P216"
n3482,"[anonymous], 2009, Identifying Selectin"
n3483,"Holder Hd, 2002, Subst Use Misuse, V37, P901, Doi 10.1081/ja-12000458"
n3484,"Mayer J., 1998, Am J Hlth Behav, V22"
n3485,"Shen-orr Ss, 2002, Nat Genet, V31, P64, Doi 10.1038/ng881"
n3486,"Zakocs Rc, 2006, Am J Prev Med, V30, P351, Doi 10.1016/j.amepre.2005.12.004"
n3487,"Kegler Mc, 1998, Health Educ Behav, V25, P338, Doi 10.1177/109019819802500308"
n3488,"U.s. Department Of Health And Human Services, 2007, Surg Gen Call Act Pr"
n3489,"Holme P, 2003, Bioinformatics, V19, P532, Doi 10.1093/bioinformatics/btg033"
n3490,"Barnett Ga, 2001, Am Behav Sci, V44, P1638, Doi 10.1177/0002764201044010007"
n3491,"Butterfoss Fd, 1993, Health Educ Res, V8, P315, Doi 10.1093/her/8.3.315"
n3492,"Newman Mej, 2006, P Natl Acad Sci Usa, V103, P8577, Doi 10.1073/pnas.0601602103"
n3493,"Wickizer Tm, 1993, Am J Public Health, V83, P561, Doi 10.2105/ajph.83.4.561"
n3494,"Stefano A., 2008, Science, V320, P658"
n3495,"Blondel Vd, 2008, J Stat Mech Theory E, V10"
n3496,"Los Angeles Department Of Public Health, 2012, Los Ang Count Pop Es"
n3497,"Wasserman S., 1994, Structural Anal Soci"
n3498,"D. I. D. Us Census Bureau, Population Estimates"
n3499,"Alba Rd, 1976, Sociol Method Res, V5, P77, Doi 10.1177/004912417600500103"
n3500,"Kumar S, 2015, P Ann Hicss, P5154, Doi 10.1109/hicss.2015.609"
n3501,"Lavazza L, 2010, Lect Notes Bus Inf, V48, P147"
n3502,"Roberts Ja, 2006, Manage Sci, V52, P984, Doi 10.1287/mnsc.1060.0554"
n3503,"White H, 1980, Econometrica, V48, P817, Doi 10.2307/1912934"
n3504,"Ali N., 2013, Software Eng Ieee T, V39, P725"
n3505,"Banker Rd, 1994, Inform Software Tech, V36, P275, Doi 10.1016/0950-5849(94)90083-3"
n3506,"Borgatti S. P., 1992, Ucinet 4 Version 1 0"
n3507,"Sagers G. W., 2004, 25 Int C Inf Syst Wa, P427"
n3508,"Guimera R, 2005, Science, V308, P697, Doi 10.1126/science.1106340"
n3509,"Ning N., 2013, Eng Management Ieee, V60, P592"
n3510,"Mendez-duron R, 2009, J Evol Econ, V19, P277, Doi 10.1007/s00191-008-0125-5"
n3511,"Stevens Wp, 1974, Ibm Syst J, V13, P115"
n3512,"Toivonen R, 2009, Soc Networks, V31, P240, Doi 10.1016/j.socnet.2009.06.004"
n3513,"Banker Rd, 1997, Manage Sci, V43, P1709, Doi 10.1287/mnsc.43.12.1709"
n3514,"Brooks F. P., 1995, Mythical Man Month"
n3515,"Lee Syt, 2009, Omega-int J Manage S, V37, P426, Doi 10.1016/j.omega.2007.05.005"
n3516,"Morasca Sandro, 2011, International Journal Of Open Source Software & Processes, V3, P1, Doi 10.4018/jossp.2011040101"
n3517,"Von Krogh G, 2003, Res Policy, V32, P1217, Doi 10.1016/s0048-7333(03)00050-7"
n3518,"Long Y., 2007, K Databse Management, V18, P25"
n3519,"[anonymous], 2013, System Sci Hicss 201, Doi Doi 10.1109/hicss.2013.251"
n3520,"Nelson M., 2006, Communications Ais, V17, P266"
n3521,"Gallivan Mj, 2001, Inform Syst J, V11, P277, Doi 10.1046/j.1365-2575.2001.00108.x"
n3522,"Stewart Kj, 2006, Mis Quart, V30, P291"
n3523,"Mantei M, 1981, Commun Acm, V24, P106, Doi 10.1145/358568.358571"
n3524,"Xu Jin, 2005, P 38 Ieee Haw Int C, P198a"
n3525,"Darcy Dp, 2005, Ieee T Software Eng, V31, P982, Doi 10.1109/tse.2005.130"
n3526,"Crowston Kevin, 2004, Worksh Op Sourc Soft"
n3527,"Herbsleb Jd, 1999, Ieee Software, V16, P63, Doi 10.1109/52.795103"
n3528,"Campbell Dj, 1988, Acad Manage Rev, V13, P40, Doi 10.2307/258353"
n3529,"Lopez-femandez Luis, 2004, Int Worksh Min Softw"
n3530,"De Souza C., 2005, P 2005 Int Acm Siggr, P197, Doi Doi 10.1145/1099203.1099239"
n3531,"Williams C. C., 2005, Software Eng Ieee T, V31, P466"
n3532,"Herbsleb J. D., Architectures Coordi, V16, P63"
n3533,"Greene W. H., 2003, Econometric Anal"
n3534,"Von Hippel E, 2003, Organ Sci, V14, P209, Doi 10.1287/orsc.14.2.209.14992"
n3535,"Cataldo M., 2008, P 2 Acm Ieee Int S E"
n3536,"Albrecht A. J., 1983, Software Eng Ieee T, P639"
n3537,"Wu Qw, 2015, P8"
n3538,"Hai Zhang, 2010, Res Terrorist Org Co"
n3539,"Jun Liu, 2004, Intro Social Network"
n3540,"Zheng Zhihao, 2012, J Chinese Peoples Pu, V7, P11"
n3541,"Adler R. M., 2007, Ieee Intelligence Se, V23, P47"
n3542,"Liu Xiaopeng, 2010, Establishment Method"
n3543,"Zhang Wuheng, 2010, Res Relevant Issues"
n3544,"Yuldashev F, 2015, Trames-j Humanit Soc, V19, P273, Doi 10.3176/tr.2015.3.04"
n3545,"Urdal H, 2006, Int Stud Quart, V50, P607, Doi 10.1111/j.1468-2478.2006.00416.x"
n3546,"Ingram H., 2007, Theories Policy Proc, P93"
n3547,"Sabatier P, 2007, Theories Policy Proc, V2, P189"
n3548,"British Broadcasting Corporation (bbc), 2010, News Rep Transcr"
n3549,"Youniss J., 2009, Engaging Young Peopl"
n3550,"Beber B, 2013, Int Organ, V67, P65, Doi 10.1017/s0020818312000409"
n3551,"Putnam Robert, 1995, J Democr, V6, P65"
n3552,"Radio Free Europe Radio Liberty, 2010, Kyrg Gov App Youth A"
n3553,"Hozyaionova A., 2008, Mapping Youth Org Th"
n3554,"Dawson R. E., 1968, Political Socializat"
n3555,"Azimova D., 1988, Youth Cultural Revol"
n3556,"Miller Jh, 2007, Princ Stud Complex, P1, Doi 10.1007/1-4020-5602-8_1"
n3557,"United Nations Habitat, 2010, Nig Launch Youth Res"
n3558,"Radio Free Europe Radio Liberty, 2010, Sen Kyrg Int Gov Off"
n3559,"New Eurasia, 2005, Kyrg Youth Pol"
n3560,"Carnegie Endowment, 2010, Kyrg Countr Trans"
n3561,"Ostrom E., 2007, Theories Policy Proc, P21"
n3562,"Weber H, 2013, Democratization, V20, P335, Doi 10.1080/13510347.2011.650916"
n3563,"United Nations Development Programme, 2008, Youth Strat Res Kyrg"
n3564,"United Nations Development Programme, 2010, Kyrg Succ Youth Succ"
n3565,"Khamidov A, 2006, Sais Rev, V26, P85, Doi 10.1353/sais.2006.0034"
n3566,"[anonymous], 2008, Uzbekistan Times"
n3567,"United Nations Department Of Economic And Social Affairs Population Division (desa), 2013, Stesasera348 Un"
n3568,"Wallace C, 2009, Perspectives Europea, V10, P441"
n3569,"[anonymous], 2007, Irin News"
n3570,"International Crisis Group, 2001, Youth Centr As Los N"
n3571,"United States Institute Of Peace, 2010, Cris Kyrg Persp Kyrg"
n3572,"Solnick Sl, 1998, Stealing State Contr"
n3573,"Ferghana Ru, 2010, Daniyar Terbishaliev"
n3574,"Beissinger Mr, 2013, Am Polit Sci Rev, V107, P574, Doi 10.1017/s0003055413000294"
n3575,"Easterly W, 2006, White Mans Burden Wh"
n3576,"Organization For Security And Cooperation In Europe (osce), 2010, Osce Ctr Enc Young P"
n3577,"Eliassen K. A., 2008, Understanding Public"
n3578,"Goldstone J. A., 2002, J Int Aff, V56, P3"
n3579,"Molano S, 2015, Proc Tech, V19, P1059, Doi 10.1016/j.protcy.2015.02.151"
n3580,"Morrison A, 2009, Eur Plan Stud, V17, P983, Doi 10.1080/09654310902949265"
n3581,"Murdoch J, 2000, J Rural Stud, V16, P407, Doi 10.1016/s0743-0167(00)00022-x"
n3582,"Dargan L, 2008, Sociol Ruralis, V48, P274, Doi 10.1111/j.1467-9523.2008.00463.x"
n3583,"Vanclay F, 2004, Aust J Exp Agr, V44, P213, Doi 10.1071/ea02139"
n3584,"Departamento Nacional De Planeacion, 2010, Plan Nac Des 2011 20"
n3585,"Guillaume R, 2011, Int J Urban Regional, V35, P1133, Doi 10.1111/j.1468-2427.2011.01044.x"
n3586,"Schoon B, 2000, J Agr Environ Ethic, V12, P17, Doi 10.1023/a:1009543907661"
n3587,"Consejo Nacional De Politica Economica Y Social, 2010, 3675 Conpes Dep Nac"
n3588,"Mcdonald R, 2014, Land Use Policy, V41, P21, Doi 10.1016/j.landusepol.2014.04.018"
n3589,"Collier Mj, 2009, J Rural Stud, V25, P267, Doi 10.1016/j.jrurstud.2008.12.002"
n3590,"Ward N, 2009, Reg Stud, V43, P1237, Doi 10.1080/00343400903234696"
n3591,"Huayou Z, 2006, Chinese Geogr Sci, V16, P8"
n3592,"Borg R, 2015, Forest Policy Econ, V50, P90, Doi 10.1016/j.forpol.2014.06.008"
n3593,"Larsen S.c., 2012, Geoforum, V42, P83"
n3594,"Paloniemi R, 2008, Environ Sci Policy, V11, P336, Doi 10.1016/j.envsci.2007.11.001"
n3595,"Fernandez-gimenez Me, 2008, Ecol Soc, V13"
n3596,"Hooper Du, 2012, Nature, V486, P105, Doi 10.1038/nature11118"
n3597,"Maru Yt, 2007, Agr Syst, V92, P179, Doi 10.1016/j.agsy.2006.03.005"
n3598,"Putnam R., 2000, Bowling Alone Collap"
n3599,"Weiss K, 2012, Global Environ Chang, V22, P178, Doi 10.1016/j.gloenvcha.2011.09.007"
n3600,"De Nooy W., 2011, Exploratory Social N, P34"
n3601,"Primmer E, 2013, Soc Natur Resour, V26, P1137, Doi 10.1080/08941920.2013.820814"
n3602,"Stoker G, 1998, Int Soc Sci J, V50, P17, Doi 10.1111/1468-2451.00106"
n3603,"Syrjanen K., 2007, Metson Seuranta Ja A"
n3604,"Maurer M, 2010, Action Res-london, V8, P267, Doi 10.1177/1476750309351361"
n3605,"Scholz Jt, 2008, J Polit, V70, P393, Doi 10.1017/s0022381608080389"
n3606,"Lowndes V, 2001, Polit Stud-london, V49, P629, Doi 10.1111/1467-9248.00334"
n3607,"Faust K., 1994, Methods Appl"
n3608,"De Meo P., 2011, Proceedings Of The 2011 11th International Conference On Intelligent Systems Design And Applications (isda), P88, Doi 10.1109/isda.2011.6121636"
n3609,"Primmer E, 2011, Forest Policy Econ, V13, P132, Doi 10.1016/j.forpol.2010.06.006"
n3610,"Hajer M., 2005, European Political S, V4, P340, Doi Doi 10.1057/palgrave.eps.22.10034"
n3611,"Maloney W, 2000, Polit Stud-london, V48, P802, Doi 10.1111/1467-9248.00284"
n3612,"Laita A., 2012, Jyvaskyla Stud Biol, V234"
n3613,"Wolf Sa, 2006, Soc Natur Resour, V19, P845, Doi 10.1080/08941920600835601"
n3614,"Saarikoski H, 2012, Soc Natur Resour, V25, P667, Doi 10.1080/08941920.2011.630061"
n3615,"Toikka A, 2010, Environ Policy Gov, V20, P135, Doi 10.1002/eet.532"
n3616,"Young Jc, 2012, Biodivers Conserv, V21, P1095, Doi 10.1007/s10531-012-0243-0"
n3617,"Hirschi C, 2010, Procd Soc Behv, V4, P2, Doi 10.1016/j.sbspro.2010.07.477"
n3618,"Borg R, 2012, J Integr Environ Sci, V9, P151, Doi 10.1080/1943815x.2012.709869"
n3619,"Kooiman J., 1993, Modern Governance Ne"
n3620,"Fischer Cs, 2005, Soc Networks, V27, P155, Doi 10.1016/j.socnet.2005.01.009"
n3621,"Lauber T., 2012, Conserv Biol, V25, P1186"
n3622,"Kleinberg Jm, 1999, J Acm, V46, P604, Doi 10.1145/324133.324140"
n3623,"Mandarano La, 2009, Soc Natur Resour, V22, P245, Doi 10.1080/08941920801922182"
n3624,"Korhonen K, 2012, Scand J Forest Res, V27, P88, Doi 10.1080/02827581.2011.631935"
n3625,"Pretty J, 2003, Science, V302, P1912, Doi 10.1126/science.1090847"
n3626,"Primmer E., 2005, Yhteistoimintaverkos"
n3627,"Evans Ts, 2010, J Stat Mech-theory E, Doi 10.1088/1742-5468/2010/12/p12037"
n3628,"Sabatier Pa, 1988, Policy Sci, V21, P129, Doi 10.1007/bf00136406"
n3629,"Rickenbach M., 2009, For Policy Ec, V11"
n3630,"Cashore B, 2000, Policy Sci, V33, P1, Doi 10.1023/a:1004728206505"
n3631,"Innes Je, 1999, J Am Plann Assoc, V65, P9, Doi 10.1080/01944369908976031"
n3632,"Saarikoski H, 2013, Land Use Policy, V32, P271, Doi 10.1016/j.landusepol.2012.10.019"
n3633,"Conley A, 2003, Soc Natur Resour, V16, P371, Doi 10.1080/08941920390190032"
n3634,"Frank Ka, 1996, Soc Networks, V18, P93, Doi 10.1016/0378-8733(95)00257-x"
n3635,"Hujala T, 2007, Scand J Forest Res, V22, P454, Doi 10.1080/02827580701395434"
n3636,"Jordan A, 2010, Environ Policy Gov, V20, P147, Doi 10.1002/eet.539"
n3637,"Primmer E, 2006, Forest Policy Econ, V8, P838, Doi 10.1016/j.forpol.2005.01.002"
n3638,"Wolf Sa, 2007, Soc Natur Resour, V20, P675, Doi 10.1080/08941920701418075"
n3639,"Howlett M., 2007, Policy Soc, V26, P1, Doi Doi 10.1016/s1449-4035(07)70118-2"
n3640,"Goodman Rm, 1998, Health Educ Behav, V25, P258, Doi 10.1177/109019819802500303"
n3641,"Cheadle A, 2011, Health Educ Behav, V38, P222, Doi 10.1177/1090198110371463"
n3642,"Kania John, 2011, Stanford Social Inno, V1, P36"
n3643,"De Silva-sanigorski A, 2010, Bmc Public Health, V10, Doi 10.1186/1471-2458-10-288"
n3644,"Kendall E, 2012, J Public Health Man, V18, Pe1, Doi 10.1097/phh.0b013e31823a815c"
n3645,"De Silva-sanigorski Am, 2010, Am J Clin Nutr, V91, P831, Doi 10.3945/ajcn.2009.28826"
n3646,"Harris Jk, 2012, Implement Sci, V7, Doi 10.1186/1748-5908-7-69"
n3647,"Valente T. W., 2010, Social Networks Hlth, P128"
n3648,"Martin Sl, 2009, Prev Chronic Dis, V6"
n3649,"Hendriks A.-m., 2012, J Env Public Hlth, V2012"
n3650,"Economos Cd, 2007, Obesity, V15, P1325, Doi 10.1038/oby.2007.155"
n3651,"Honeycutt T. C., 2011, Am J Eval, V33, P221"
n3652,"Parra Dc, 2011, Soc Sci Med, V73, P1365, Doi 10.1016/j.socscimed.2011.08.020"
n3653,"Singer Hh, 2004, Health Educ Behav, V31, P808, Doi 10.1177/1090198104264220"
n3654,"Gould Rv, 1993, Am Sociol Rev, V58, P182, Doi 10.2307/2095965"
n3655,"Leischow Sj, 2010, Nicotine Tob Res, V12, P888, Doi 10.1093/ntr/ntq112"
n3656,"Woulfe J, 2010, Prev Chronic Dis, V7"
n3657,"Axelsson Runo, 2006, Int J Health Plann Manage, V21, P75"
n3658,"Provan Keith G, 2004, Health Promot Pract, V5, P174, Doi 10.1177/1524839903259303"
n3659,"Luque J. S., 2011, Annals Of Anthropological Practice, V35, P112, Doi 10.1111/j.2153-9588.2011.01085.x"
n3660,"Kinsella D, 2014, Crime Law Social Ch, V62, P523, Doi 10.1007/s10611-014-9531-9"
n3661,"Anthony I., 1998, Russia Atms Trade"
n3662,"Kenney M., 2009, Networked Politics A"
n3663,"United States Department Of Defense, 2007, Arm Mar Corps Count"
n3664,"United Nations Institute For Disarmament Research, 2006, Dev Mech Prev Ill Br"
n3665,"Cheloukhine S, 2008, Crime Law Social Ch, V50, P353, Doi 10.1007/s10611-008-9117-5"
n3666,"Coase Rh, 1937, Economica-new Ser, V4, P386, Doi 10.1111/j.1468-0335.1937.tb00002.x"
n3667,"Hammerli A, 2006, J Conflict Resolut, V50, P159, Doi 10.1177/0022002705284826"
n3668,"Naylor R. T., 2004, Wages Crime Black Ma"
n3669,"Shelley L, 2003, Menace Soc Political"
n3670,"Klerks P., 2001, Connections, V24, P53"
n3671,"Kleemans E., 1999, Transnational Org Cr, V9, P19"
n3672,"Greene O, 2000, Crime Law Social Ch, V33, P151, Doi 10.1023/a:1008398420612"
n3673,"Marsh N., 2007, Int Studies Perspect, V8, P54, Doi 10.1111/j.1528-3585.2007.00269.x"
n3674,"Raab J, 2003, J Publ Adm Res Theor, V13, P413, Doi 10.1093/jopart/mug029"
n3675,"Farah D., 2007, Merchant Death Money"
n3676,"Beckert J, 2013, Socio-econ Rev, V11, P5, Doi 10.1093/ser/mws020"
n3677,"Stohl R., 2009, Small Arms Trade"
n3678,"Turbiville G., 1996, Airpower J, V10, P17"
n3679,"Jackson T, 2010, Int Stud Perspect, V11, P131"
n3680,"Dellavigna S, 2010, Am Econ J-econ Polic, V2, P26, Doi 10.1257/pol.2.4.26"
n3681,"Holloway D., 1995, New Russia Troubled"
n3682,"Phythian M, 2000, Crime Law Social Ch, V33, P1, Doi 10.1023/a:1008321001956"
n3683,"Markowski S, 2009, Defence Peace Econ, V20, P171, Doi 10.1080/10242690802030903"
n3684,"Williamson O. E., 1996, Mech Governance"
n3685,"Kenney Michael, 2007, Pablo Osama Traffick"
n3686,"Morselli C., 2006, Soc Networks, V29, P143"
n3687,"Strakes J., 2008, Defense Security Ana, V24, P61, Doi 10.1080/14751790801903244"
n3688,"Berman E., 2008, Small Arms Survey 20"
n3689,"Portes A, 1998, Annu Rev Sociol, V24, P1, Doi 10.1146/annurev.soc.24.1.1"
n3690,"Efrat A, 2010, Int Organ, V64, P97, Doi 10.1017/s0020818309990257"
n3691,"Bourdieu P., 1986, Hdb Theory Res Socio"
n3692,"Erickson Jl, 2013, J Peace Res, V50, P159, Doi 10.1177/0022343312470472"
n3693,"Marsh N., 2002, Brown J World Affair, V9, P217"
n3694,"Abraham I., 2005, Illicit Flow Crimina"
n3695,"Avant D., 2013, New Power Politics N"
n3696,"Glatz A., 2007, Small Arms Survey 20"
n3697,"Paul C, 1994, Public Choice, V79, P105, Doi 10.1007/bf01047921"
n3698,"Garcia D, 2011, Rout Glob Secur Stud, V23, P1"
n3699,"Cattaneo S., 2004, Small Arms Survey 20"
n3700,"Collier P, 2000, J Conflict Resolut, V44, P839, Doi 10.1177/0022002700044006008"
n3701,"Rothenberg Richard B., 1995, Connections, V18, P104"
n3702,"Kahler M., 2009, Networked Politics A"
n3703,"Greene O., 2011, Small Arms Crime Con"
n3704,"Ledeneva Alena V., 1998, Russias Ec Favours B"
n3705,"Beije Pr, 1992, J Econ Issues, V26, P87"
n3706,"Montgomery A., 2008, Globalization Wmd Pr"
n3707,"Dreyfus P., 2009, Small Arms Survey 20"
n3708,"Erickson Jl, 2013, Eur J Int Relat, V19, P209, Doi 10.1177/1354066111415883"
n3709,"Kiss J., 2010, Craft Production Sma"
n3710,"Wood B., 1999, Arms Fixers Controll"
n3711,"Arsovska J., 2008, Trends Org Crime, V11, P352, Doi Doi 10.1007/s12117-008-9052-y"
n3712,"Von Lampe K., 2004, Global Crime, V6, P159, Doi Doi 10.1080/17440570500096734"
n3713,"Arlacchi P., 1998, New European Crimino"
n3714,"Bourne M, 2007, Glob Iss Ser, P1, Doi 10.1057/9780230592186"
n3715,"De Soysa I, 2009, Int Interact, V35, P86, Doi 10.1080/03050620902743945"
n3716,"Feige E. L., 1989, Underground Ec"
n3717,"Gerasev M., 1997, Russia World Arms Tr"
n3718,"Kinsella D., 2008, Illicit Arms Transfe"
n3719,"Woolcock M, 2001, Canadian J Policy Re, V0002"
n3720,"Berryman J, 2000, Crime Law Social Ch, V33, P85, Doi 10.1023/a:1008342202865"
n3721,"Frank Ove, 2005, Models Methods Socia"
n3722,"Murji K, 2007, J Drug Issues, V37, P781"
n3723,"Williamson Oe, 1981, Am J Sociol, V87, P548, Doi 10.1086/227496"
n3724,"Podolny Jm, 1998, Annu Rev Sociol, V24, P57, Doi 10.1146/annurev.soc.24.1.57"
n3725,"Coase Rh, 1960, J Law Econ, V3, P1, Doi 10.1086/466560"
n3726,"Bromley M., 2013, Transfers Small Arms"
n3727,"Curwen P., 2007, Thesis Naval Postgra"
n3728,"Turbiville G., 1995, Mafia Uniform Crimin"
n3729,"Moore M, 2010, J Conflict Resolut, V54, P593, Doi 10.1177/0022002710369085"
n3730,"Bruinsma G, 2004, Crime Law Social Ch, V41, P79, Doi 10.1023/b:cris.0000015283.13923.aa"
n3731,"Wrong Dh, 1961, Am Sociol Rev, V26, P183, Doi 10.2307/2089854"
n3732,"Nardo M., 2011, J Financial Crime, V18, P47, Doi 10.1108/13590791111098799"
n3733,"Roslycky Lada L., 2009, Trends Org Crime, V1, P21"
n3734,"Smythe Tc, 2014, Mar Policy, V50, P117, Doi 10.1016/j.marpol.2014.05.002"
n3735,"Mcguire M, 2006, Public Admin Rev, V66, P33, Doi 10.1111/j.1540-6210.2006.00664.x"
n3736,"Hartley T. W., 2009, Update Ecosystem Bas"
n3737,"Leslie Hm, 2007, Front Ecol Environ, V5, P540, Doi 10.1890/1540-9295(2007)5[540:ctcoim]2.0.co;2"
n3738,"Wood D. J., 1991, J Appl Behav Sci, V27, P139, Doi Doi 10.1177/0021886391272001"
n3739,"Brody S.d., 2008, Ecosystem Planning F"
n3740,"Cortner Hj, 1999, Politics Ecosystem M"
n3741,"Beatley T., 2002, Intro Coastal Zone M"
n3742,"Smythe T, Soc Nat Res In Press"
n3743,"Johnson J. C., 1990, Selecting Ethnograph"
n3744,"Mcleod K., 2009, Ecosystem Based Mana"
n3745,"Burt R.s., 2003, New Ec Sociology Dev"
n3746,"Mcleod K., 2005, Communication Partne"
n3747,"Bardach E., 1998, Getting Agencies Wor"
n3748,"New York State Department Of State, 2012, Great S Bay Ec Bas M"
n3749,"Ri Coastal Resources Management Council, 2008, Greenw Bay Spec Ar M"
n3750,"O'leary R, 2006, Public Admin Rev, V66, P6, Doi 10.1111/j.1540-6210.2006.00661.x"
n3751,"Ernstson H, 2008, Ecol Soc, V13"
n3752,"Stevens J., 2010, Methodological Innov, V5, P86"
n3753,"Hartley Tw, 2008, Hum Ecol Rev, V15, P213"
n3754,"Arkema Kk, 2006, Front Ecol Environ, V4, P525, Doi 10.1890/1540-9295(2006)4[525:memfct]2.0.co;2"
n3755,"Borgatti S., 2009, Netdraw Network Visu"
n3756,"Smythe T, 2011, Thesis U Rhode Islan"
n3757,"Wondolleck J. M., 2000, Making Collaboration"
n3758,"Yaffee S. L., 1996, Ecosystem Management"
n3759,"Szaro Rc, 1998, Landscape Urban Plan, V40, P1, Doi 10.1016/s0169-2046(97)00093-5"
n3760,"Newman L., 2005, Ecology Soc, V10, Pr2"
n3761,"Burby Raymond J., 1998, J Environ Plann Man, V41, P95"
n3762,"Isaac Me, 2007, Ecol Soc, V12"
n3763,"Schneider M, 2003, Am J Polit Sci, V47, P143, Doi 10.2307/3186098"
n3764,"Vittoria Mp, 2014, Entrep Region Dev, V26, P594, Doi 10.1080/08985626.2014.964782"
n3765,"Liebeskind Jp, 1996, Organ Sci, V7, P428, Doi 10.1287/orsc.7.4.428"
n3766,"Winter Sg, 2003, Strategic Manage J, V24, P991, Doi 10.1002/smj.318"
n3767,"Kogut B, 1992, Networks And Organizations : Structure, Form, And Action, P348"
n3768,"Zaheer A, 1998, Organ Sci, V9, P141, Doi 10.1287/orsc.9.2.141"
n3769,"Andrade A., 2009, The Qualitative Repo, V14, P42"
n3770,"Gallaud D, 2005, Econ Sci Technol Inn, V30, P127"
n3771,"Teece D.j., 2009, Dynamic Capabilities"
n3772,"Powell W. W., 2006, The Oxford Handbook, P56"
n3773,"Teece Dj, 2007, Strateg Manage J, V28, P1319, Doi 10.1002/smj.640"
n3774,"Camagni R, 2002, Urban Stud, V39, P2395, Doi 10.1080/0042098022000027022"
n3775,"Wenger E., 1998, Communities Of Pract"
n3776,"Williamson Oe, 1991, Admin Sci Quart, V36, P269, Doi 10.2307/2393356"
n3777,"Rpbiotech Data Base, 2005, Rpbiotech Data Base"
n3778,"Carrington P. J., 2005, Models And Methods I"
n3779,"Powell Ww, 1992, Networks And Organizations : Structure, Form, And Action, P366"
n3780,"Deleuze G., 1980, Mille Plateaux Capit"
n3781,"Barley Sr, 1992, Networks And Organizations : Structure, Form, And Action, P311"
n3782,"Ec (european Commission), 2008, Good Practice In The"
n3783,"Amin A., 2004, Architectures Of Kno"
n3784,"Marsden P. V., 2005, Models Methods Socia, P8, Doi Doi 10.1017/cbo9780511811395.002"
n3785,"Nelson R., 1982, An Evolutionary Theo"
n3786,"Malmberg A., 2003, Remaking Global Ec, P61"
n3787,"Jackson O. M., 2008, Social And Economic"
n3788,"Passaro R., 2000, Ec Politica Ind, V108, P69"
n3789,"Kuhlmann S, 2001, Res Policy, V30, P953, Doi 10.1016/s0048-7333(00)00167-0"
n3790,"Oliver A. L., 1993, Thesis"
n3791,"Foray D., 2006, Globalization Of R D"
n3792,"Banca D'italia, 2013, Lindustria Meridiona"
n3793,"Moodysson J, 2008, Econ Geogr, V84, P449"
n3794,"Barney J. B., 1999, Studying Org Theory, P11"
n3795,"Lazarsfeld Pf, 1954, Freedom Control Mode, P18"
n3796,"Soete L., 2009, Expert Group Report"
n3797,"Janowicz-panjaitan M, 2008, Res Policy, V37, P1337, Doi 10.1016/j.respol.2008.04.025"
n3798,"Steiner M, 2011, Handbook Of Regional Innovation And Growth, P222"
n3799,"Gertler S. M., 2005, Industry And Innovat, V12, P487"
n3800,"Borgatti S. P., 2003, Journal Of Managemen, V26, P991"
n3801,"Oliver A. L., 1998, Int Studies Manageme, V27, P76"
n3802,"Van Geenhuizen M., 2005, Ict Location Dynamic"
n3803,"D'amore R, 2009, World Review Of Science, Technology And Sustainable Development, V6, P233, Doi 10.1504/wrstsd.2009.031843"
